lexicon,clustering
real,0.215475143032
0,0.226966746445
1,0.221395801523
2,0.223906590177
3,0.224286307924
4,0.225094837295
5,0.224598375419
6,0.225018486105
7,0.221195147638
8,0.221051592395
9,0.225581044869
10,0.225778480264
11,0.226408601052
12,0.224072518114
13,0.220844472472
14,0.225486719344
15,0.222876255021
16,0.221411954903
17,0.225960453551
18,0.218214510926
19,0.220365049555
20,0.222297815902
21,0.226970284562
22,0.223494478231
23,0.223303332854
24,0.223623064906
25,0.224917112533
26,0.227915729493
27,0.222349875291
28,0.223504596017
29,0.223028719106
