lexicon,clustering
real,0.215475143032
0,0.200765788359
1,0.203240608396
2,0.192122596494
3,0.201065841698
4,0.210033744069
5,0.207729448715
6,0.20380944085
7,0.209244860212
8,0.205990838352
9,0.209071221639
10,0.200586085726
11,0.202179009756
12,0.205112366059
13,0.211214197144
14,0.197544405588
15,0.206537458679
16,0.203920889321
17,0.20281601175
18,0.204481507475
19,0.19534761946
20,0.201439609741
21,0.198087035767
22,0.190992965384
23,0.206580669224
24,0.205135267778
25,0.198775094585
26,0.206869017593
27,0.199572529058
28,0.20497334667
29,0.206497555141
