lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1091,27924,33998,4.77411078943,6684
0,758,1910,29716,38024,4.75598602992,6684
1,775,1916,30140,38684,4.75009489766,6684
2,733,1884,31516,39961,4.74939857851,6684
3,765,1923,30816,38638,4.74995274146,6684
4,734,1871,31000,39668,4.75007152584,6684
5,780,1942,31068,38890,4.75772203702,6684
6,751,1908,30620,39611,4.75507909571,6684
7,754,1896,31077,39524,4.75187420085,6684
8,734,1843,29975,38000,4.75480235004,6684
9,724,1845,31453,39948,4.74663434549,6684
10,760,1901,29794,37903,4.75573292471,6684
11,778,1933,30461,38841,4.75126402612,6684
12,767,1928,30696,38828,4.74960914879,6684
13,763,1932,31911,40428,4.74940466772,6684
14,781,1952,31164,39546,4.75145700037,6684
15,774,1938,31194,39665,4.75394130878,6684
16,770,1948,31325,40119,4.75042165545,6684
17,776,1955,30707,39222,4.75601441639,6684
18,755,1909,31475,40018,4.74858146016,6684
19,816,2022,31515,39298,4.74679387386,6684
20,772,1922,30433,38746,4.75615585621,6684
21,752,1885,30896,39783,4.75113091418,6684
22,757,1915,31021,39087,4.74745307569,6684
23,765,1938,31753,40338,4.75282747574,6684
24,753,1915,30914,39305,4.75756241911,6684
25,772,1962,32209,41271,4.74655057407,6684
26,774,1958,31158,39704,4.75146062703,6684
27,789,1947,30792,39493,4.74968181635,6684
28,773,1969,30847,39601,4.74990438596,6684
29,748,1875,30776,39211,4.74854456671,6684
