lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1090,27924,33998,4.77411078943,6684
0,435,1151,35335,42162,4.75422718827,6684
1,421,1105,35373,41616,4.75299448129,6684
2,425,1140,35740,42286,4.75617313883,6684
3,454,1147,33844,40393,4.7561523191,6684
4,430,1133,35508,42650,4.75395160671,6684
5,437,1131,35405,42135,4.75123537101,6684
6,433,1117,33931,40721,4.75217664657,6684
7,454,1169,34933,41463,4.75079981335,6684
8,418,1096,34401,41105,4.75748894562,6684
9,439,1140,35234,41856,4.75035449504,6684
10,443,1132,35556,41692,4.75940055482,6684
11,432,1103,34329,40888,4.75034321209,6684
12,457,1178,36243,43183,4.7487145721,6684
13,430,1114,34832,41695,4.75359270147,6684
14,418,1119,35919,42598,4.75082936393,6684
15,466,1184,34687,40974,4.75268093172,6684
16,426,1094,33720,40284,4.7559545093,6684
17,446,1148,35392,41943,4.75271625809,6684
18,455,1165,34783,41386,4.75071263913,6684
19,452,1185,35125,41809,4.75554263688,6684
20,449,1149,35060,41495,4.753192112,6684
21,437,1130,35796,42450,4.75109599077,6684
22,442,1156,37468,44456,4.75200368612,6684
23,418,1110,34962,42119,4.75241434965,6684
24,447,1147,34584,41303,4.75096552047,6684
25,419,1093,33796,40383,4.75815732604,6684
26,427,1150,36728,43957,4.74521175365,6684
27,466,1199,36214,43009,4.7501402981,6684
28,423,1122,34984,41356,4.75513219721,6684
29,440,1151,35665,42502,4.75231669842,6684
