lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1091,27924,33998,4.77411078943,6684
0,514,1409,37112,47069,4.77087535896,6684
1,479,1366,37491,48245,4.77294318328,6684
2,478,1346,37004,46719,4.77157463317,6684
3,520,1466,37886,48348,4.76885360669,6684
4,498,1374,37503,47506,4.77033431468,6684
5,475,1333,35380,46546,4.77515513384,6684
6,505,1408,38042,48415,4.77088811944,6684
7,546,1477,37940,48882,4.76749083238,6684
8,523,1412,36210,46574,4.77613182532,6684
9,499,1353,36462,46522,4.77140489642,6684
10,521,1416,36388,45980,4.77458261371,6684
11,498,1359,36637,47187,4.77099978482,6684
12,510,1390,37330,47775,4.77225344584,6684
13,504,1410,36796,47946,4.77348722739,6684
14,504,1419,40463,50421,4.77713273933,6684
15,534,1453,37918,49258,4.76994984371,6684
16,485,1328,34389,44816,4.77437602828,6684
17,534,1452,36063,46412,4.77261508228,6684
18,526,1419,35872,46197,4.77408602962,6684
19,516,1396,36303,46439,4.77793763448,6684
20,492,1342,35200,44827,4.78067809271,6684
21,496,1387,36184,47560,4.77213842244,6684
22,505,1381,35831,46039,4.77296745057,6684
23,516,1407,35997,46675,4.77221892539,6684
24,541,1449,35690,46017,4.76990448804,6684
25,538,1479,38271,49588,4.77175045913,6684
26,519,1413,35835,46624,4.77446602323,6684
27,533,1428,36900,46137,4.77548301097,6684
28,490,1371,36794,46762,4.7724165561,6684
29,498,1380,38508,48634,4.77534560076,6684
