lexicon,lev, length_count, neighbors
real,1,3,11138
real,1,4,5187
real,1,5,978
real,1,6,111
real,1,7,19
real,1,8,2
real,2,3,147601
real,2,4,48441
real,2,5,7858
real,2,6,664
real,2,7,57
real,2,8,11
real,3,3,814971
real,3,4,314160
real,3,5,49789
real,3,6,4499
real,3,7,421
real,3,8,29
real,4,8,131
real,4,4,1316742
real,4,5,226051
real,4,6,24411
real,4,7,2259
real,5,8,580
real,5,5,593799
real,5,6,91068
real,5,7,10398
real,6,8,2259
real,6,6,183837
real,6,7,32342
real,7,8,5975
real,7,7,48465
real,8,8,6944
0,1,3,9669
0,1,4,3542
0,1,5,248
0,1,6,7
0,1,7,1
0,2,3,134984
0,2,4,39877
0,2,5,2708
0,2,6,129
0,2,7,7
0,3,3,829057
0,3,4,302886
0,3,5,26967
0,3,6,1459
0,3,7,82
0,3,8,1
0,4,8,13
0,4,4,1338225
0,4,5,189253
0,4,6,13132
0,4,7,707
0,5,8,152
0,5,5,659299
0,5,6,74268
0,5,7,5114
0,6,8,1041
0,6,6,215595
0,6,7,25328
0,7,8,4644
0,7,7,62722
0,8,8,10080
1,1,3,9719
1,1,4,3486
1,1,5,227
1,1,6,1
1,2,3,137565
1,2,4,39482
1,2,5,2745
1,2,6,105
1,2,7,14
1,3,3,826426
1,3,4,300121
1,3,5,27030
1,3,6,1418
1,3,7,78
1,3,8,3
1,4,8,24
1,4,4,1341441
1,4,5,187949
1,4,6,13219
1,4,7,818
1,5,8,215
1,5,5,660524
1,5,6,75430
1,5,7,5615
1,6,8,1169
1,6,6,214417
1,6,7,25634
1,7,8,4793
1,7,7,61802
1,8,8,9727
2,1,3,9656
2,1,4,3446
2,1,5,227
2,1,6,11
2,1,7,1
2,2,3,134006
2,2,4,39156
2,2,5,2804
2,2,6,130
2,2,7,12
2,3,3,830048
2,3,4,299041
2,3,5,26324
2,3,6,1444
2,3,7,100
2,3,8,1
2,4,8,20
2,4,4,1342887
2,4,5,185301
2,4,6,12835
2,4,7,822
2,5,8,146
2,5,5,663819
2,5,6,74699
2,5,7,5642
2,6,8,1068
2,6,6,215471
2,6,7,25585
2,7,8,4715
2,7,7,61799
2,8,8,9981
3,1,3,9845
3,1,4,3451
3,1,5,245
3,1,6,15
3,1,7,1
3,2,3,137399
3,2,4,38719
3,2,5,2726
3,2,6,152
3,2,7,5
3,3,3,826466
3,3,4,299674
3,3,5,26793
3,3,6,1633
3,3,7,85
3,3,8,1
3,4,8,20
3,4,4,1342686
3,4,5,185322
3,4,6,13347
3,4,7,747
3,5,8,129
3,5,5,663389
3,5,6,76250
3,5,7,5236
3,6,8,1015
3,6,6,213193
3,6,7,25847
3,7,8,4553
3,7,7,62040
3,8,8,10213
4,1,3,9703
4,1,4,3314
4,1,5,266
4,1,6,6
4,1,7,1
4,2,3,137464
4,2,4,38386
4,2,5,2883
4,2,6,121
4,2,7,12
4,2,8,1
4,3,3,826543
4,3,4,297372
4,3,5,27488
4,3,6,1481
4,3,7,71
4,4,8,23
4,4,4,1345458
4,4,5,187520
4,4,6,12854
4,4,7,695
4,5,8,169
4,5,5,660318
4,5,6,75225
4,5,7,5261
4,6,8,1093
4,6,6,214903
4,6,7,25707
4,7,8,4860
4,7,7,62214
4,8,8,9785
5,1,3,9892
5,1,4,3391
5,1,5,227
5,1,6,14
5,2,3,137022
5,2,4,38289
5,2,5,2575
5,2,6,117
5,2,7,9
5,3,3,826796
5,3,4,296017
5,3,5,25974
5,3,6,1468
5,3,7,66
5,3,8,3
5,4,8,28
5,4,4,1346833
5,4,5,184364
5,4,6,12820
5,4,7,754
5,5,8,188
5,5,5,665335
5,5,6,74782
5,5,7,5199
5,6,8,1134
5,6,6,215389
5,6,7,24945
5,7,8,4753
5,7,7,62988
5,8,8,9825
6,1,3,9726
6,1,4,3380
