lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,17588,20846,4.87634984542,5952
1,0,0,17527,20697,4.8772693168,5952
2,0,0,17653,20826,4.87648761932,5952
3,0,0,17485,20680,4.87564945713,5952
4,0,0,17539,20708,4.87496566945,5952
5,0,0,17567,20749,4.8745068372,5952
6,0,0,17586,20804,4.87679247231,5952
7,0,0,17542,20718,4.87506165947,5952
8,0,0,17409,20603,4.87653538847,5952
9,0,0,17525,20676,4.87613059294,5952
10,0,0,17631,20831,4.87429356998,5952
11,0,0,17564,20701,4.87689964233,5952
12,0,0,17565,20721,4.87589106963,5952
13,0,0,17682,20868,4.87391531287,5952
14,0,0,17603,20766,4.87492902386,5952
15,0,0,17579,20761,4.87592822341,5952
16,0,0,17510,20672,4.87613431961,5952
17,0,0,17564,20766,4.87682358436,5952
18,0,0,17446,20606,4.87611286302,5952
19,0,0,17603,20801,4.8758351131,5952
20,0,0,17655,20857,4.87391887015,5952
21,0,0,17635,20818,4.87459955226,5952
22,0,0,17608,20793,4.87524917878,5952
23,0,0,17571,20732,4.8757119071,5952
24,0,0,17605,20751,4.87563833358,5952
25,0,0,17522,20692,4.87679653776,5952
26,0,0,17535,20712,4.87462196875,5952
27,0,0,17581,20763,4.87586300667,5952
28,0,0,17691,20893,4.87371136233,5952
29,0,0,17550,20739,4.87588457619,5952
