lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,13467,15845,4.93158232871,5952
1,0,0,13433,15757,4.9299230002,5952
2,0,0,13341,15675,4.93313482599,5952
3,0,0,13557,15959,4.93098544024,5952
4,0,0,13290,15659,4.92992582344,5952
5,0,0,13524,15878,4.93623112498,5952
6,0,0,13356,15663,4.93332889521,5952
7,0,0,13179,15461,4.93731276301,5952
8,0,0,13145,15387,4.93456948141,5952
9,0,0,13422,15701,4.9349887319,5952
10,0,0,13556,15850,4.9334438009,5952
11,0,0,13417,15777,4.93311969345,5952
12,0,0,13412,15698,4.93199175435,5952
13,0,0,13249,15535,4.9371782076,5952
14,0,0,13365,15605,4.93140531184,5952
15,0,0,13352,15584,4.93600086188,5952
16,0,0,13455,15734,4.93379907687,5952
17,0,0,13513,15779,4.93198452686,5952
18,0,0,13675,16034,4.93253613064,5952
19,0,0,13608,15936,4.93343521826,5952
20,0,0,13250,15561,4.93393301117,5952
21,0,0,13359,15640,4.93439991788,5952
22,0,0,13471,15772,4.9326422843,5952
23,0,0,13151,15416,4.93624360368,5952
24,0,0,13333,15667,4.93352550534,5952
25,0,0,13510,15833,4.93554948296,5952
26,0,0,13486,15849,4.93381228961,5952
27,0,0,13309,15591,4.93365345438,5952
28,0,0,13258,15534,4.93327457615,5952
29,0,0,13619,15865,4.93284205645,5952
