lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,16865,19773,4.87930645071,5952
1,0,0,16616,19529,4.87763910421,5952
2,0,0,16740,19652,4.87795276569,5952
3,0,0,16639,19554,4.87821295508,5952
4,0,0,16598,19473,4.8812447149,5952
5,0,0,16724,19644,4.8781988389,5952
6,0,0,16572,19439,4.87927629855,5952
7,0,0,16743,19605,4.87900543733,5952
8,0,0,16668,19562,4.87948849294,5952
9,0,0,16745,19723,4.8776027974,5952
10,0,0,16686,19586,4.879401989,5952
11,0,0,16747,19634,4.87556927723,5952
12,0,0,16702,19629,4.8782750098,5952
13,0,0,16667,19580,4.87739506372,5952
14,0,0,16819,19780,4.87953485047,5952
15,0,0,16587,19502,4.88051575546,5952
16,0,0,16736,19578,4.8787606628,5952
17,0,0,16599,19520,4.87780827249,5952
18,0,0,16687,19620,4.8798605954,5952
19,0,0,16473,19337,4.88029898743,5952
20,0,0,16761,19733,4.87711437763,5952
21,0,0,16821,19732,4.87644882806,5952
22,0,0,16885,19793,4.87822063428,5952
23,0,0,16724,19633,4.87956884223,5952
24,0,0,16781,19698,4.87896145131,5952
25,0,0,16722,19630,4.87796168711,5952
26,0,0,16679,19551,4.88122037861,5952
27,0,0,16765,19690,4.87792961515,5952
28,0,0,16736,19638,4.88034590961,5952
29,0,0,16660,19613,4.87850030401,5952
