lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,16592,20048,4.86773767804,5952
1,0,0,16806,20349,4.86484702354,5952
2,0,0,16806,20325,4.86781718036,5952
3,0,0,16526,19970,4.87055289569,5952
4,0,0,16796,20342,4.8653858663,5952
5,0,0,16803,20282,4.86587705283,5952
6,0,0,16939,20430,4.86694214671,5952
7,0,0,17098,20551,4.86761610952,5952
8,0,0,16787,20178,4.86801531504,5952
9,0,0,16909,20440,4.86260571324,5952
10,0,0,16938,20445,4.86679759704,5952
11,0,0,16676,20146,4.86392207508,5952
12,0,0,16680,20196,4.8646709101,5952
13,0,0,16610,20128,4.86494843417,5952
14,0,0,16820,20371,4.86620505635,5952
15,0,0,16751,20276,4.86702464165,5952
16,0,0,17019,20522,4.86524764068,5952
17,0,0,16896,20367,4.86669195157,5952
18,0,0,16746,20282,4.86870000614,5952
19,0,0,16641,20080,4.8670378544,5952
20,0,0,17143,20697,4.86473883715,5952
21,0,0,16775,20263,4.86706337645,5952
22,0,0,16949,20432,4.86524662431,5952
23,0,0,16879,20363,4.86931806889,5952
24,0,0,17032,20606,4.86682707162,5952
25,0,0,16830,20357,4.86545560022,5952
26,0,0,16884,20372,4.8668181502,5952
27,0,0,16751,20256,4.8701182868,5952
28,0,0,16838,20339,4.86597676951,5952
29,0,0,16863,20294,4.8665955663,5952
