lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,0,0,17435,20288,4.88122845307,5952
0,0,0,15340,17167,4.88487708987,5952
1,0,0,15273,17155,4.88335576112,5952
2,0,0,15501,17278,4.88191195841,5952
3,0,0,15416,17319,4.8796976947,5952
4,0,0,15662,17563,4.87951282923,5952
5,0,0,15349,17207,4.87818353697,5952
6,0,0,15431,17354,4.87918572915,5952
7,0,0,15237,17163,4.87924004821,5952
8,0,0,15601,17518,4.88289834048,5952
9,0,0,15304,17166,4.88259026901,5952
10,0,0,15481,17408,4.88068938445,5952
11,0,0,15434,17341,4.88204685261,5952
12,0,0,15452,17309,4.8838243053,5952
13,0,0,15361,17237,4.88282420231,5952
14,0,0,15942,17901,4.87539722925,5952
15,0,0,15563,17424,4.88019949661,5952
16,0,0,15232,17158,4.88482118981,5952
17,0,0,15024,16884,4.88535839508,5952
18,0,0,15585,17514,4.87823689612,5952
19,0,0,15152,17083,4.8776584716,5952
20,0,0,15414,17317,4.8825973271,5952
21,0,0,15944,17879,4.8773253298,5952
22,0,0,15373,17311,4.88116622895,5952
23,0,0,15213,17029,4.88273600443,5952
24,0,0,14960,16829,4.88283673748,5952
25,0,0,15610,17514,4.87928431654,5952
26,0,0,14972,16826,4.88083466816,5952
27,0,0,15633,17464,4.883027927,5952
28,0,0,15348,17267,4.87933982135,5952
29,0,0,15310,17221,4.88302047365,5952
