lexicon,lev, length_count, neighbors
real,1,3,11138
real,1,4,5187
real,1,5,978
real,1,6,111
real,1,7,19
real,1,8,2
real,2,3,147601
real,2,4,48441
real,2,5,7858
real,2,6,664
real,2,7,57
real,2,8,11
real,3,3,814971
real,3,4,314160
real,3,5,49789
real,3,6,4499
real,3,7,421
real,3,8,29
real,4,8,131
real,4,4,1316742
real,4,5,226051
real,4,6,24411
real,4,7,2259
real,5,8,580
real,5,5,593799
real,5,6,91068
real,5,7,10398
real,6,8,2259
real,6,6,183837
real,6,7,32342
real,7,8,5975
real,7,7,48465
real,8,8,6944
0,1,3,10730
0,1,4,5037
0,1,5,963
0,1,6,106
0,1,7,25
0,1,8,4
0,2,3,142757
0,2,4,47782
0,2,5,7618
0,2,6,593
0,2,7,84
0,2,8,8
0,3,3,820223
0,3,4,319559
0,3,5,49676
0,3,6,3938
0,3,7,365
0,3,8,19
0,4,8,75
0,4,4,1312152
0,4,5,226351
0,4,6,22765
0,4,7,2237
0,5,8,448
0,5,5,593867
0,5,6,88996
0,5,7,10096
0,6,8,1884
0,6,6,188192
0,6,7,32167
0,7,8,5487
0,7,7,48987
0,8,8,8006
1,1,3,10690
1,1,4,4856
1,1,5,949
1,1,6,101
1,1,7,17
1,1,8,3
1,2,3,142555
1,2,4,47254
1,2,5,7647
1,2,6,601
1,2,7,89
1,2,8,24
1,3,3,820465
1,3,4,320004
1,3,5,50034
1,3,6,4161
1,3,7,376
1,3,8,28
1,4,8,112
1,4,4,1312416
1,4,5,227493
1,4,6,23104
1,4,7,2135
1,5,8,496
1,5,5,592352
1,5,6,88184
1,5,7,10100
1,6,8,2108
1,6,6,188439
1,6,7,31828
1,7,8,5847
1,7,7,49416
1,8,8,7313
2,1,3,10728
2,1,4,4917
2,1,5,968
2,1,6,103
2,1,7,19
2,1,8,5
2,2,3,143313
2,2,4,48087
2,2,5,7635
2,2,6,620
2,2,7,88
2,2,8,13
2,3,3,819669
2,3,4,320366
2,3,5,50198
2,3,6,4103
2,3,7,361
2,3,8,28
2,4,8,93
2,4,4,1311160
2,4,5,228137
2,4,6,22582
2,4,7,2210
2,5,8,468
2,5,5,591537
2,5,6,89842
2,5,7,9729
2,6,8,2095
2,6,6,187340
2,6,7,31197
2,7,8,5782
2,7,7,50357
2,8,8,7447
3,1,3,10698
3,1,4,4873
3,1,5,949
3,1,6,98
3,1,7,17
3,1,8,4
3,2,3,142690
3,2,4,47679
3,2,5,7674
3,2,6,602
3,2,7,90
3,2,8,15
3,3,3,820322
3,3,4,319407
3,3,5,49651
3,3,6,4005
3,3,7,329
3,3,8,40
3,4,8,106
3,4,4,1312571
3,4,5,224540
3,4,6,23229
3,4,7,1937
3,5,8,502
3,5,5,595661
3,5,6,89438
3,5,7,9564
3,6,8,2045
3,6,6,187218
3,6,7,31336
3,7,8,5728
3,7,7,50688
3,8,8,7491
4,1,3,10682
4,1,4,4853
4,1,5,941
4,1,6,99
4,1,7,23
4,2,3,142777
4,2,4,47366
4,2,5,7493
4,2,6,585
4,2,7,111
4,2,8,22
4,3,3,820251
4,3,4,317433
4,3,5,49628
4,3,6,4061
4,3,7,313
4,3,8,10
4,4,8,67
4,4,4,1314878
4,4,5,228106
4,4,6,22724
4,4,7,1940
4,5,8,404
4,5,5,592307
4,5,6,88469
4,5,7,9784
4,6,8,1795
4,6,6,188652
4,6,7,31351
4,7,8,5591
4,7,7,50439
4,8,8,8042
5,1,3,10650
5,1,4,4988
5,1,5,967
5,1,6,104
5,1,7,12
5,1,8,3
5,2,3,142733
5,2,4,47923
5,2,5,7811
5,2,6,585
5,2,7,81
5,2,8,16
5,3,3,820327
5,3,4,319698
5,3,5,51042
5,3,6,4014
5,3,7,349
5,3,8,25
5,4,8,67
5,4,4,1311921
5,4,5,229250
5,4,6,22554
5,4,7,1940
