lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1091,27924,33998,4.77411078943,6684
0,1679,4163,26604,32811,4.77348651101,6684
1,1680,4228,28818,35090,4.77257868133,6684
2,1629,4087,27981,34741,4.77324728562,6684
3,1695,4191,28407,34863,4.76970551413,6684
4,1658,4180,27686,34102,4.77688961864,6684
5,1709,4222,28827,35082,4.76978131585,6684
6,1673,4165,28569,34781,4.76989683176,6684
7,1661,4158,28162,34465,4.77307096715,6684
8,1670,4192,28072,34463,4.77367854502,6684
9,1677,4171,28499,34563,4.77039601271,6684
10,1669,4149,27510,33875,4.77584800542,6684
11,1663,4144,28522,34646,4.77354109004,6684
12,1694,4209,28217,34558,4.77484091265,6684
13,1662,4162,28718,34999,4.77127975419,6684
14,1673,4149,27672,34051,4.77192341958,6684
15,1697,4198,28572,35018,4.77241082508,6684
16,1714,4273,28149,34436,4.77052437865,6684
17,1678,4153,28324,34600,4.76982671629,6684
18,1659,4137,28552,34754,4.77458086754,6684
19,1674,4144,27492,33785,4.77361013094,6684
20,1705,4194,28205,34708,4.77187318359,6684
21,1721,4252,27841,33999,4.77236242481,6684
22,1687,4203,28108,34398,4.77208970876,6684
23,1675,4204,28531,35000,4.77074130678,6684
24,1692,4226,27697,33842,4.77604420337,6684
25,1682,4178,28502,35047,4.77093419148,6684
26,1682,4207,28174,34426,4.7752576654,6684
27,1708,4237,27548,33555,4.76917176795,6684
28,1702,4228,27938,34439,4.76980540405,6684
29,1679,4170,28225,34468,4.77302399964,6684
