lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1090,27924,33998,4.77411078943,6684
0,451,1178,36196,43265,4.7504692498,6684
1,454,1155,34506,41158,4.7509420591,6684
2,426,1100,33919,40335,4.75519698462,6684
3,434,1139,35367,42282,4.75105824661,6684
4,452,1192,36711,43937,4.75133566389,6684
5,428,1142,37005,43747,4.75142977801,6684
6,438,1105,34258,40772,4.75312978714,6684
7,430,1140,35903,42593,4.75220328687,6684
8,428,1136,36041,43183,4.75126272768,6684
9,461,1182,35416,42458,4.75162270749,6684
10,420,1089,33798,40155,4.75115325621,6684
11,430,1122,35957,42328,4.75751500386,6684
12,443,1153,35484,41974,4.75464228439,6684
13,439,1162,36408,43303,4.74975734943,6684
14,440,1133,33960,40502,4.74972802272,6684
15,452,1154,35277,41566,4.7570930126,6684
16,453,1163,35017,41280,4.75690867966,6684
17,431,1119,34187,40767,4.75391471326,6684
18,426,1118,34989,41729,4.75558221675,6684
19,417,1078,34044,40539,4.75176253547,6684
20,419,1112,34910,41716,4.75587346907,6684
21,418,1095,34580,41362,4.75203757974,6684
22,436,1133,36723,43532,4.75072960833,6684
23,436,1130,37217,44316,4.74827999946,6684
24,444,1132,35226,41754,4.75432891391,6684
25,440,1173,36829,43443,4.74926801867,6684
26,444,1145,34327,40848,4.75480539465,6684
27,425,1118,34534,41042,4.7554268971,6684
28,443,1139,35075,41802,4.75070171437,6684
29,454,1149,34357,40896,4.75047493605,6684
