lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1091,27924,33998,4.77411078943,6684
0,113,232,9041,11758,4.85680840469,6684
1,117,246,8749,11394,4.85578680527,6684
2,107,226,8657,11086,4.86161901546,6684
3,128,270,8845,11367,4.85735047876,6684
4,105,224,9160,11953,4.85739458076,6684
5,109,224,8798,11307,4.86076518275,6684
6,107,223,8576,11070,4.86031561095,6684
7,109,229,8491,11132,4.86090192135,6684
8,115,239,8486,11012,4.86077216744,6684
9,97,201,8453,10980,4.8585537247,6684
10,102,213,8696,11127,4.86126176684,6684
11,123,260,9025,11696,4.85932875586,6684
12,104,216,8809,11317,4.85926871445,6684
13,107,226,8709,11304,4.8623832114,6684
14,117,252,8793,11469,4.85976435829,6684
15,112,241,9343,11860,4.85735446361,6684
16,127,262,8840,11460,4.8601630225,6684
17,117,250,9176,11941,4.85596916818,6684
18,104,215,8995,11664,4.85831275314,6684
19,115,246,8994,11624,4.85837400344,6684
20,120,257,8790,11385,4.86211725617,6684
21,97,204,8494,10804,4.86278218902,6684
22,113,236,8767,11391,4.85907466563,6684
23,123,255,8995,11728,4.86104810718,6684
24,99,212,9145,11889,4.85843247777,6684
25,128,271,9036,11652,4.86063045897,6684
26,98,203,8321,10641,4.86167941506,6684
27,126,263,8881,11465,4.86041008327,6684
28,117,244,8848,11424,4.85924180551,6684
29,102,213,8802,11506,4.85822992197,6684
