lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1091,27924,33998,4.77411078943,6684
0,501,1384,36368,46253,4.77170210363,6684
1,508,1380,35914,46056,4.77393724692,6684
2,504,1374,35027,45130,4.77271752429,6684
3,511,1389,35211,45231,4.77064378986,6684
4,550,1463,36183,46381,4.77188263082,6684
5,501,1364,34325,44545,4.77657893457,6684
6,476,1352,36218,47103,4.77719761629,6684
7,507,1419,37744,49208,4.7716460023,6684
8,517,1359,34206,43797,4.77364290522,6684
9,478,1366,38558,49319,4.77532545264,6684
10,488,1332,36558,46611,4.77747767521,6684
11,500,1387,37330,47474,4.77425124424,6684
12,519,1426,36412,46191,4.77335004105,6684
13,501,1406,40408,51195,4.7737160653,6684
14,527,1423,34921,45228,4.77410416293,6684
15,491,1384,39789,50404,4.77106175149,6684
16,506,1412,38796,49552,4.77143404404,6684
17,517,1430,38767,49106,4.7707599326,6684
18,531,1445,36630,47806,4.77103994674,6684
19,511,1400,37415,47379,4.77383673017,6684
20,503,1407,38147,47799,4.77284978553,6684
21,494,1386,38017,49191,4.77356701396,6684
22,521,1452,37269,47916,4.77127885872,6684
23,511,1385,36619,46401,4.77441556338,6684
24,499,1390,36667,46921,4.7705378555,6684
25,502,1389,34752,44587,4.77303161115,6684
26,509,1422,37500,48186,4.77010722294,6684
27,498,1346,34838,44587,4.77387138495,6684
28,503,1354,35033,44777,4.77620731363,6684
29,527,1404,34628,44371,4.77604003943,6684
