lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1091,27924,33998,4.77411078943,6684
0,1216,3010,29644,36648,4.76307234887,6684
1,1225,2998,27994,35456,4.76449637347,6684
2,1252,3085,27381,34314,4.7634397611,6684
3,1228,3041,27680,35301,4.75927590509,6684
4,1227,3001,28866,35973,4.75881254302,6684
5,1202,2968,28607,35666,4.76629501886,6684
6,1221,3019,28518,35444,4.76463499256,6684
7,1253,3067,28951,36111,4.76101307631,6684
8,1235,3025,28021,34708,4.76329626168,6684
9,1260,3087,28944,36323,4.75795203905,6684
10,1204,2992,27282,34431,4.76129832897,6684
11,1236,3039,28632,35928,4.76100627072,6684
12,1229,3024,27681,34486,4.76604249571,6684
13,1237,3053,27612,34857,4.75742550142,6684
14,1226,3042,27725,35134,4.76151960014,6684
15,1248,3053,29340,36657,4.75717373942,6684
16,1204,2949,28587,35626,4.76539318884,6684
17,1244,3063,27619,34665,4.76117690294,6684
18,1231,3052,28140,35179,4.75826908097,6684
19,1235,3029,28770,35719,4.76333485653,6684
20,1220,3036,28143,35552,4.76405803985,6684
21,1238,3034,26832,34206,4.76199890161,6684
22,1217,3013,27578,34597,4.7637154322,6684
23,1220,3045,28356,35592,4.76132080532,6684
24,1239,3028,28632,35736,4.76002389299,6684
25,1229,3038,29206,36476,4.76215180349,6684
26,1222,2976,27644,34750,4.76311886865,6684
27,1232,3067,28350,35398,4.76141585969,6684
28,1239,3078,28640,36193,4.75794881535,6684
29,1220,3030,28503,35819,4.76755275428,6684
