lexicon,homophones_type, homophones_token ,mps,neighbors,avg_lev,num_words
real,511,1090,27924,33998,4.77411078943,6684
0,665,1810,50928,61915,4.6091525941,6684
1,656,1793,52848,64276,4.6063411697,6684
2,654,1789,52420,63834,4.61194355696,6684
3,636,1793,55685,67446,4.60647786353,6684
4,680,1848,51152,62755,4.61120953843,6684
5,670,1826,52064,63552,4.61196777948,6684
6,677,1830,54272,66168,4.60131228759,6684
7,689,1873,53714,65676,4.60548603856,6684
8,672,1821,53542,65149,4.60568846004,6684
9,656,1791,54025,65490,4.60978099169,6684
10,668,1795,51496,62654,4.61310543209,6684
11,670,1815,53050,64297,4.61352039389,6684
12,666,1832,55975,67951,4.60768527341,6684
13,686,1857,52209,63222,4.6105845884,6684
14,677,1814,52868,64365,4.60819873715,6684
15,660,1836,53755,65661,4.60946583026,6684
16,669,1828,53987,65683,4.60718604768,6684
17,663,1830,54277,65718,4.60966359529,6684
18,645,1768,53754,64977,4.60735609785,6684
19,639,1783,54031,65680,4.6111074546,6684
20,663,1841,52608,64542,4.60226614453,6684
21,653,1765,51464,62535,4.60608457215,6684
22,636,1761,54200,66313,4.60318713765,6684
23,653,1771,52738,64104,4.60684102226,6684
24,652,1783,52133,64126,4.60493957667,6684
25,660,1810,53641,64994,4.6155720997,6684
26,652,1814,52389,63833,4.60719446512,6684
27,667,1829,55319,67445,4.60036810174,6684
28,667,1809,51074,62342,4.60956661565,6684
29,679,1864,54055,65437,4.609320719,6684
